reviewerName,reviewText,overall,verified,reviewTime
Jeremy Johnson,"Adapter works great on most computers, but on others the driver will not load and even using the tp-link driver will not work.
Will not work on Linux without driver",4,True,"12 31, 2015"
Loren Brown,Great for euro trips!  Make sure to get Amazon basics organizers for it.,5,True,"09 29, 2017"
Shane O. Laake,"For better or worse, this is every bit as thick as it looks.  Probably overkill, but it gets the job done.  I kinda wish these stayed plugged into my optical switch better, but I'm not sure if it's the switch or these cables.  I'm included to say the switch, though these definitely stay in well enough either way.",5,True,"08 13, 2015"
Merlin Shaw,"Our Computer power supply blew and we go this one supper fast

Runs great and was easy to install",4,True,"10 1, 2014"
Amando Martin,,5,True,"09 28, 2017"
ziprun01,"This was a second purchase card that was actually cheaper during an Amazon promotion.  I had purchased the supposed top-of-the-line card for about $75 more only to return it to Amazon because it would lock up, give me the blue screen of death, and generally fail.  Shortly after returning the other card, I was trying to decide whether to purchase another of the same when Amazon put this card on promotion- that actually has less memory than the original card I purchased.  What a great decision.  I saved $75 and this card has worked flawlessly.  I've been running all the popular games at highest settings, using the card in a loaded, though somewhat dated, Gateway.  It has not let me down.  I've had the card now for about 2-3 months and use it everyday.

I did submit for the rebate but still have not received to date, so I'm not sure you can rely on rebates on these cards.

Despite the rebate issues, it is still better priced at half the memory and perfomed without issues.",5,True,"02 18, 2013"
Stephen W.,Worked great and then I got a new phone.,5,False,"09 9, 2014"
Jim Hart,"I mount this filter on Micro 4/3rds lenses and have not noticed any degradation in image quality.

(The argument over whether or not to mount filters at all is another topic altogether).

Good value for the money.

Recommended.",5,True,"08 15, 2013"
PositiveLogic,"I was looking for decent noise cancelling (NC) earbuds to replace my&nbsp;<a data-hook=""product-link-linked"" class=""a-link-normal"" href=""/Sony-MDRNC13-Noise-Canceling-Headphones/dp/B004P7O26W/ref=cm_cr_arp_d_rvw_txt?ie=UTF8"">Sony MDRNC13 Noise-Canceling Headphones</a>&nbsp;whose cords I've have had to untangle almost every time I've used them.

So I read the Amazon reviews and got the&nbsp;<a data-hook=""product-link-linked"" class=""a-link-normal"" href=""/AKG-K391-NC-High-Performance-Noise-Cancelling-In-Ear-Headphones-with-Mic-Black-Silver/dp/B009KNO1IU/ref=cm_cr_arp_d_rvw_txt?ie=UTF8"">AKG K391 NC High-Performance Noise Cancelling In-Ear Headphones with Mic (Black/Silver)</a>. How could I go wrong? It's got generally great reviews and AKG is a well-respected high-end brand. But frustration set in as soon as I found a box dangling from my ears with nothing to hold it up. I tried to improvise a solution, but ultimately, the whole setup wound up annoying no matter what I did.

While I had initially scoffed at the idea of shelling out $300 for the Bose, I did and I'm glad I did. The whole experience has filled me with elation. Here are highlights:

 Elegant and ""frustration free"" packaging. Whereas I had to tear the AKG box apart to get the headphones out, I had the Bose hooked up to my USB charging in just about a couple minutes. No tearing, no frustration. As with Apple products, unpacking the Bose was tailored for a positive customer experience.
 Fast charging. It only took about three hours before I was up and running.
 Logical, well-engineered chord system. The box containing the noise-cancellation (NC) circuitry is located next to the jack that plugs into your iPod or other playback unit PLUS it is lightweight and covered with on-slip rubberize surface. Therefore, unlike the AKGs its weight is supported by whatever sound generation device it is attached to, not by the buds sticking out of your ears. To further elaborate, I typically will use headphones with my iPod. My iPod has clip that attaches to my belt. So the the Bose box will simple hang from there. It works.
 Tangle free chords. The chords are thick and have just about the right level of stiffness so they are hard to get tangled up.
 Great sound with the NC off.
 Great sound PLUS unparalleled isolation from the outside world with NC on. I currently own two NC headphones. The Bose is vastly superior to both and seems to block far more noise than any NC headphones I've ever owned or tried. When you flip the NC switch on, the degree of sound removal is so dramatic that -- it seems like magic.

My one gripe:

 The case that it comes with is too small. Yes, you can force it in, but I'm crazy about the sharp bends I'll have to inflict on the cords in order to this. Irony is that, I also own the&nbsp;<a data-hook=""product-link-linked"" class=""a-link-normal"" href=""/Bose-IE2-Audio-Headphones/dp/B003XU6H8I/ref=cm_cr_arp_d_rvw_txt?ie=UTF8"">Bose IE2 Audio Headphones</a>&nbsp;and even though there's less gadgetry in it, it comes with a bigger case. This does not overshadow the greatness of these headphones, but I mention this to anyone else who runs into this minor frustration. You are not along. Just find a bigger case for your Bose.

When I contemplated getting these, I wondered how in the world can Bose justify a price that is almost twice as much as what I paid for the AKGs?

My worries are now put to rest.",5,True,"06 26, 2014"
Nelly Cervantes Escarrega,"Very practical, but it's not power bank friendly, couldn't charge my phone with any of my portable battery back ups. Does work/charge perfectly if you plug into your laptop/computer or a wall outlet with the corresponding adapter.",3,True,"03 26, 2016"
K. Payne,I decided to replace my existing HDMI cable because it was so ridiculously stiff that I thought it would get damaged or damage the connectors on the back of the TV and/or receiver . The reviews are accurate - it is nicely pliable. It does carry the audio too and I cannot notice any difference in picture quality between my first $300 Monster cable (that stopped working after 6 months) or the $85 cable that replaced it.  Don't waste money on expensive cables. This brand works beautifully.,5,True,"01 27, 2016"
luisAnello,"This is filter don't satured de color like a circular polarizer , only a bit . Dont work fine. . Good construction",2,True,"11 5, 2011"
James H. Moss,"I've been using this battery charger for a while now and love it.  It does the best job of charging batteries, more importantly it tells me when my rechargeable batteries need to be recycled.  I can tell how much useful life is left in the battery, make sure the battery is working at its highest performance and properly charge my batteries all in one station.

This charger has also allowed me to sort my various rechargeable batteries and determine which ones work best for different needs. I've found a few ""expensive"" batteries that don't last any longer than some cheaper rechargeable ones.

I have it plugged into next to my computer and quickly swap out dead batteries for recharged ones and keep on going.

Great battery charger.",5,False,"07 27, 2011"
Amazon Customer,They work.  They're red.,5,True,"10 13, 2017"
Theodore R. Smith,"I bought it for a new laptop 2 months ago and left the U.S. a week later, or I would have returned the hunk of junk. After 2 months, I had to just rip it out and install an HGST TravelStar 7200rpm on my HP Envy m7.

My biggest complaint is that the drive stutters. Particularly noticeable while watching movies. The screen will go completely grey for a second or two, and it happens about every 5 minutes. Pretty annoying.

Plus, the transfer speed between the two drives is really pathetic, like 15-30 mb/sec, max.",1,False,"10 10, 2015"
George A.,This product was simply amazing! I had been agonizing over how to clean my large flat screen for weeks. Im a smoker so I was worried about more streaking and smudges. It took me literally less than 2 minutes and my screen looks as good as new! I don't know who these people are that actually had complaints but Im here to tell you they must be crazy.,5,True,"05 4, 2016"
joemama127,"I really can't complain considering the price paid, but just a couple of things to consider for prospective buyers..

1. Not really well padded inside, but still the semi hard outer case should protect your GPS well for storing it in a glovebox or console...or carrying in a jacket pocket.

2. The stretchy ""bellows"" that prevent the clamshell from fully opening can sometimes bow out and have to be pushed back in with your finger before zipping up.

3. The zipper can sometimes stick a little when going around the corners...not too bad though.

Other than those minor issues, this case does what it's supposed to...and for the asking price you really can't expect more than that.",4,True,"02 27, 2011"
David A. Bryant,I love ZAGG skins. This is my second iPad and these are easy to install and help with the grip.,5,True,"09 15, 2011"
David Snyder,Great,4,True,"10 4, 2015"
david rubin,Great,5,True,"05 2, 2016"
Bob,"The Player works great. It is quiet. However, it does require you to download Cyberlink Power DVD Software to playback DVD's including Blu Ray. It does not need additional software to download software on CD's. Unfortunately the DVD software costs $59.99. I feel the software should be included in the Vic Tsing Player. With the cost of the Player, it costs about $135.",4,True,"04 24, 2016"
Ron M.,"For the money this is a great radio. The instructions are weak. But the Beofeng UV5r group on Yahoo! has a lot of information to make up for the weak instructions.

It is wise to remember that this radio can transmit on frequencies outside of the Amateur bands. Be sure to use it appropriately.

I plan on buying a second one!",5,True,"11 26, 2012"
Charles moore,very nice,5,False,"08 22, 2014"
Sam,"Works well, except the app needs to offer a way to lengthen the time from when a ping outage occurs until a power cycle is triggered by the switch.

For example, if someone is working on your network equipment, upgrading firmware, etc., that process is likely to take more than a minute.  It would be disastrous for the ezOutlet to power cycle the network equipment in the middle of a firmware upgrade.

Being able to specify a 5 or 10 minute ping outage as being OK, when desired, before power cycling the load would be reasonable.  If this feature is added, I will raise this review to 5 stars.",3,True,"03 6, 2017"
sandra  healey,Awesome heavey duty case with screen protector built in,5,True,"03 11, 2015"
Luke,Sucks for light,1,True,"03 20, 2018"
Dr. Holly,"There are only a few things that you can ask of a charger for any electronic device in my honest opinion.  1) Does it work? 2) Is the charging cord long enough, as to allow for simultaneous charging and device use at the same time?  3) Does it overheat or have performance issues?

This charger for me is used with the first edition LG GPad.  I got this charger after my old cord split on the inside port and finally quit working.  After using this charger for the last couple of months, there are zero complaints to report.  It charges quickly, seems durable and not cheaply made.  The cord is not exactly long but it is long enough for when I've needed to put the tablet on emergency charge and still use.  As of my purchase date, the price is reasonable so even if this charger doesn't last as long as one would hope, it still would be a good buy.  I would definitely recommend it to anyone needing a solid OEM replacement.  As a side note and albeit unimportant - I love the blue light glowing on the main plug.

Unless something changes in the very near future, I am very pleased with this purchase and think you would be too.",5,True,"01 24, 2017"
Beau,"This mouse was a nice size and felt comfortable on the palm of our hand  when we were working with it.  The problem is that no matter how much we tried to get it to work it wouldn't.  At best it worked only sporadically.  Amazon was great about it, they paid for return shipping and gave us a credit without any hassels.",1,True,"10 30, 2010"
Been Hacked,Does not work with double pane windows.,2,True,"09 6, 2016"
RyanD,"I bought this for a Motorola Xoom. It didn't center on the Xoom, and it tilted the picture to one side. Panning was useless. The picture shakes the whole time. Does not fit stabley into the Xoom. Found better products on rammount.com.",1,True,"05 27, 2012"
FLOYD E STITELY,"I found that the Power Adapter works great for the Moen MotionSense Kitchen Faucet. If you purchase, you'll want an electrical outlet nearby.  Saves on AA batteries.",5,True,"12 16, 2013"
Karn Patel,"amazing, love it!",5,True,"03 8, 2018"
jamie,Great for the car!,4,True,"12 29, 2014"
Sleepingpython,"I installed the hdd from the ps4 into this enclosure. I did not even refer to the instruction manual. It is that simple.

Do note that if you want to format the HDD for use with both Windows and MAC, choose the exFAT format (i had to google this one)",5,True,"03 4, 2014"
Amazon Customer,I bought two of them for the video on Nikon D610.  It works as expected and I will buy more in the near future.  I am happy to share my experience.,5,True,"02 19, 2014"
theRIP,This radio is just what I was looking for. It is simply an old time am-fm radio. Works fantastic.,5,True,"03 29, 2017"
tindoco viana,do not recommend due to noise once plugged in. I looked a bit cheap to me.,1,True,"03 26, 2016"
Sam B. Haddad,powerful long lasting compressed air. i really don't know what else to say. better then all the rest believe me ive tried them,5,True,"12 27, 2012"
sergei kochkin,Just shocked they could sell a replacement laptop battery for $22. These batteries used to cost $100+. Great value. I now found a replacement battery for my dead Sony Vaio laptop which is 10 years old for only $12!,5,True,"06 14, 2015"
Joe Geremia,"This battery says it is for a Dell XPS15 but it only lasts for about 1 hour.  8 mos later, it is unable to charge and is completely dead.",1,True,"04 25, 2016"
Kurt,FAST! Any questions?,5,True,"01 29, 2015"
Nick K,I didn't even need the driver cd that came with it. Windows 10 picked it right up and had me online in seconds! Great network card!,5,True,"02 12, 2017"
MargoRo,"Very nice design and plays nature sounds nice and clear. So far features work and function as expected. Would have liked to see a repeat function for CD player and an input for earphones. However as a clock/alarm and sound spa, very good job. Dimer light is still a bit bright for me but then I prefer a dark room. Although I expect most people will find the light soothing in blue.",4,True,"07 28, 2007"
Andrew R.,"Just like most people, I found the same issues with the device.

Default volume is very high.
  - But there is a fix for that, Under settings see default volume, change it. I change mine to 5. that issue resolved.

No wiring guide whatsoever.
  - Wires are pretty common though, the remaining wires:
  - Back (+12v in from reverse light). When you put the car in reverse the unit automatically switches to rear camera if you have one
  - Key 1 and SW GND wires. Used for steering wheel controls. Key 1 is the main steering wheel control and the other is the ground.

The unit did however come with updated maps (2012 Q3). And there is no loud screaming sound when directions are spoken.
I did check with Tappah Dinall (see his review) and after I ""donated"" $20 he sent me his maps but they are from 2011. I am guessing that Pyle figured out the issues so they included latest maps with the unit this time. I am not sure what other older units were coming with.

So far I am very happy with the unit. The install was a breeze after I went to best-buy and got a wiring harness to make life easier ($20). then i just wired the harness to the radio harness and plugged into vehicle. only the steering wheel keys I had to connect after that.

I did not attach the iPod cable as I do not own (or ever will own) any apple products so I cannot comment on that functionality.

Bluetooth paired easily with my nexus 4. works great. have not tried the hands free calling yet but streaming audio is awesome.

Did plug in a additional SD card with music and some movies I had. Plays MP4 files flawlessly.

The unit did crash once when navigation was running, a MP4 file was playing and I went in to settings menu to setup the steering wheel keys. The unit got sluggish and wouldn't respond to any commands then reset itself. I guess that was a little too much multitasking for it. Under normal circumstances it should not have to deal with all of those. I find the unit behaving very snappy when navigation is off. For the price it's not bad.

UPDATE:
I did find a bug with the unit if you will. I have a SD card in the unit with a bunch of MP3s. The unit plays them properly but doesn't appear to read the ID3 tags properly. I will look into that. However the bug is, say it's playing the songs in order, it gets to song 2, or 3, or 4 depending on how long you let it play. If you turn off the ignition and leave the car (unit turns off), when coming back, it does not resume playing, it starts back from song 1. It is kind of annoying if you have 200 songs in a folder. You never get to hear the end unless you go on a really long drive. :).

I will add more info as I go along.

UPDATE 2:
More annoying bugs with the unit... Previous one with the MP3 playing not resuming where it left off is still extremely annoying.
Another bug: If you have a rear view camera attached to the unit, when the car is in reverse, it switches automatically to the video feed, great, problem is the volume controls do not work in that mode. neither do the volume controls on the steering wheel. Just annoying if you want to lower the volume as you are backing up the car or anything like that.

There is an option in the settings to completely mute the sound when in reverse so I may use that instead.",5,True,"06 28, 2013"
Squirllvr,It works ok before the upgrade then it started to froze when playing bluray disk.can't seem to fix it with the new upgrades. The only good thing is the wifi. The samsung apps also sucks. Full of crappy useless apps and I can't get updated apps like Amazon video player. Will look for another player soon.,2,True,"03 7, 2014"
BMW1951,"I am very impressed with this item. It looks real.  Very easy to install and it is solar charged which helps when the battery runs out.  I would recommend this product highly.  White color blends in with light colored houses beautifully.  I got this after my car was broken into (on my driveway).  Have not had any other problems since.  Needless to say, everyone thinks it's the real thing and I let them continue to think that.  One thing though..... it is all plastic.",5,True,"01 6, 2014"
Pacaw 66,As advertised.  Replaced lost Nook charger cord.,3,True,"06 7, 2015"
Orange Prop,"This is a tough review to write - the bag is really great (I really loved the actual bag). I am sure this is proving a solid job and living for someone in a developing country. BUT - the smell...WOW. I grew up on a farm...I am used to livestock. This is like my own personal mobile farm...and manure pile. The smell is intense and is not letting up. I tried airing it out for multiple days including in front of a fan. Nada. I took it took work and left it in my truck, and I could barely stand the ride home.

It's got to be an improper tanning process. Someone else mentioned glues or the canvas - no way. This smells like old rotten cow.",2,True,"06 22, 2017"
Alex,"I just wanted to take the time to recommend my personal findings with others who are in the market for a quality pair of headphones. I was in a real dilemma stuck between these Beyerdynamics, the Audiotechnica ATH-M50's, and the Sennheiser HD595's (all superb products I might add), and I finally went with the Beyer DT770 Pro 80ohm version. I can tell anyone reading this that you will not be dissapointed, I'm not taking anything away from Senn or Audiotechnica, but these cans are truly fantastic. The fist song I heard with these gave me immediate goosebumps. The sound is crisp, well insulated, and powerful. I have heard that these get even better with a small headphone amp, but my Soundblaster Fatality Platinum seems to power these just fine. Anyone have any questions about these cans feel free to hit me up on facebook.

Peace,

[...]",5,False,"10 21, 2010"
jp,"best bluetooth speaker for the price, hands down",5,True,"02 14, 2015"
AGumb,"I have used this single fan in my home theater system cabinet to evacuate warm air,  It is USB powered.  The fan does not have a switch, however, I wish it did have an inline switch.  Very light weight and totaly noiseless in operation.  The connector has both a female and male orifice so that you could attach another USB device to this in series.",5,True,"06 5, 2015"
Robert W. Kochman,"I was putting together a new computer and relied on them to come thru on time and they did. The right product, great price, arrived on time. Can't ask for more than that!",5,True,"11 25, 2015"
Kam,small lightweight. Thought about the MX revolution but decided on this instead because I have a laptop. This is my main gaming mouse as well. All buttons are configurable.,5,True,"05 16, 2007"
Todd Romain,Excellent device.  I linked it up once and its never lost that link.  It times out if you don't use it for a few minutes but all you have to do is click it and its back up in about 1 second.,5,True,"05 12, 2015"
Haynes,Great sound.  Unnecessarily and sleep-disturbing flashing blue light.,4,True,"12 15, 2014"
Angie K,"We bought this to use at our daughters wedding, and it was awesome. Much better than we expected at the price. Would highly recommend.",5,True,"12 19, 2013"
Morris L.,"I have had a SSD drive from Intel in my work laptop for over a year, so I knew Intel's quality was good. That's why I chose this drive over another brand. I bought this one for my son's laptop, and his battery life went from 2.5-3 hours on a brand new Windows 7 laptop to over 6 hours. Both are with the same power management settings. The one thing I tweaked after the comparison was the hard drive power settings. There is no need for Windows to turn off the disk or put it in power saving mode, so you can turn those options off.

Adding this drive also improved Skyrim's frame rate from about 20 to about 40. It is now very playable on medium graphics settings with the ""High Performance"" power management plan. It wasn't before we installed this disk.

Boot time from a full shut down is about 30 seconds. From sleep mode, it's about 10 seconds. Installing Windows took about 15 minutes from an empty drive to first login, but I did the install using files stored on a USB drive.

Bottom line: this drive is fast. Once you have gotten used to having everything run so much faster than with a traditional disk, you'll never use anything else. Right now, I think I'll be sticking with Intel because I've never had any problems with my work laptop's SSD in over a year.",5,True,"02 8, 2012"
Amazon Customer,"I can see my movies clearly, but they are flimsy. I will use them only when am loaning movies to my friends",3,True,"03 17, 2014"
Kathy,was not compatable with my computer,3,True,"08 6, 2016"
filmy,"Sounds great! Seriously, most Bluetooth speakers are HUGELY overpriced. This one (at $50 on special price) is just fine. Instructions/explanations are bit scant, but you'll get over that in a few minutes. If you've been waiting to buy a remote BT speaker - waiting for a fair price - I highly recommend this one.",5,False,"11 9, 2016"
Aimee Dougherty,"One of the best set of headphones I have had in a long time. SOund is quality and clear unlike many headphones I have used in the past, and have purchased recently.",5,True,"09 24, 2016"
Lucy A.,"Does what its suppose to. Use them with my D60 and Alien Bee, and Also with my Can speed light 430",5,True,"01 15, 2015"
Espresso Fan,"In regards to the cable, Belkin Cat6 Snagless Patch Cable 10' Blue. The cable I received is a genuine Belkin but it is not snagless nor does it have the molded strain reliefs on each end as advertised. (see attached photo) The purchase was via amzon and not a third party.",2,True,"01 12, 2017"
Carolishca Forster,Finally I got a docking station that works.  I am very happy with this purchase.  It does what the description said it would do.  It does what I need it to do.  That's all that counts for me!,5,False,"12 12, 2012"
Tonya,High quality cable at a good price. I have rewired a few Boxes with this and I love it. It carries good current. Is very durable. I have not had any quality issues with monster cable ever.,5,True,"05 22, 2016"
E. P.,Works as expected,5,True,"12 19, 2015"
Bobby,Mac mini is a great unit.,5,True,"11 6, 2014"
Mshuff,Works great.  Thanks,5,True,"03 23, 2017"
Reno J,No problems.,5,True,"05 16, 2016"
djdon,"So far so good. Using an older Seagate Barracuda 7200rpm 3.0tb drive from a failed Buffalo Technology enclosure. No problems at all. Just bought 2 more. One will be for a 4tb WD Green WD40EZRX, 2nd will be for a WD Black 4TB 7200 RPM WD4003FZEX. Have not had good luck with Seagate. Have had much better luck with WD.",5,True,"03 2, 2015"
Herman Meeks,Works as expected. Great service and price.,5,True,"03 4, 2015"
Ariana R. Lum,"I've never been a connoisseur of headphones and the like. As long as they worked and I could hear what I was listening to clearly, I was happy.  For the first time I feel like I should say something about a product.  These Sennheiser Earbuds are absolutely wonderful. They come with several different size earbud adapters with the medium size ones already attached.  I didn't even have to change them, they fit perfectly.  I like to listen to non-english music and until I listened to the music with these earbuds, I didn't know what I was missing.  The enunciation of the singer is so much clearer then before.  I would definitely recommend these to anyone who asked me.",5,True,"11 19, 2011"
Lawrence Gould,"I don't know if these are the fastest RAM available, but they're fast enough, reliable enough, and inexpensively priced. They do the job for a Asus Z97-A/USB 3.1, LGA1150 MB, Intel Core i7-4790K, two Samsung SSDs (500 GB and 250 GB), among other things.",5,True,"11 25, 2016"
George RS,"de las dos: llego una excelente y, la otra no funciona correctamente.
por ser un producto superior a otros de su categoria, por sus caracteristicas, no deberia pasar esta probabilidad de que 2 una no sirva, no Conviene comprar en el exterior ya que la venta devolverlo costoso.",1,True,"11 18, 2009"
Matthew,"Only the headset feels cheap, all items work well after 4months of use",5,True,"06 16, 2016"
Grapeful Dead,"When it's a cable!

I needed a USB 3 extension cable and this seemed to fit the bill at a fairly good price.  It works and I'm very happy.

Shipping was fast and spot on.

Thanks guys!",5,True,"06 23, 2013"
Katheleen Lanzetti,"Great, my son loves it!",5,True,"06 3, 2015"
Jason McSorley,"Works perfectly with my XBOX One.  Made it easy to move games between my two consoles.

 As easy as Microsoft will allow it to be, copying games one by one by one by one by...",5,True,"11 3, 2016"
Kay,Not bad its ok not the very best but its good,5,True,"04 29, 2018"
e. good,Item is not correctly labeled. Is labeled exactly the same as my original cord I am replacing and it does not fit....,1,True,"02 14, 2017"
Almon Sheffield,Great,5,True,"08 3, 2017"
&amp;quot;vic&#039;&#039;,"It only takes a few words.
I was so impressed with this item that I purchased a second set for my Son.
I called him when it arrived. He was just as pleased.
This is the third set of wireless Headphones that I purchased.
I threw the other two different brand sets away.
Thanks for showing a great product!
  ""Vic""",5,True,"02 24, 2011"
Bryan,"I've ordered a handful of these and they are great.  Light weight, and hold phones and ipads great.  Will order more.",4,False,"11 9, 2016"
Edwin D Sierra,"It arrived on time, in mint condition, and it was just what I needed, thanks you for the great service. that's why I rated it so high.

I purchased this for my Grand son, he loves this item, the price was great, highly efficient, durable, awesome quality,",5,True,"05 12, 2014"
GTI,As described and we were very happy. Awesome!,5,True,"11 30, 2015"
TheRightStuff,"This is a high quality tripod. FYI, it is quite big - NOT a portable tripod.",5,True,"12 31, 2014"
Bootsy Hambone,"I use my laptop for long periods of time as a radio and party DJ. This tilt I get from this cooling stand it just right and the fan is VERY quiet. The only problem is that the little tabs that hold the laptop in place could be a little taller. My laptop is a 15-inch, so it's a little thick. The tabs hold it in place, but barely.",5,True,"10 6, 2015"
RenHoek,Cheap and it works (data and charging),5,True,"06 10, 2015"
Abbas Ahmed,good,5,True,"02 27, 2016"
Joe Union,"This is my go to lens for portraits.  With the A6000, you have to stand quite a bit away from the subject, but I found that gives my subjects their ""distance"" so they're not as self conscious.",5,True,"01 14, 2016"
JohnWarren,"I purchased it for one use, but when my wife's computer's Bluetooth failed, it plugged right in at the earphone outlet and worked fine.",4,True,"07 21, 2015"
Number 9,"It was all I thought it would be .Great,Great,Great .",5,True,"05 7, 2016"
TMCLEN,"Works great, has all the connectors and wires needed to run most dell motherboards",5,True,"05 24, 2016"
wdlnd,"Performs as expected.  No more line of sight needed for changing channels.

NOTE:

For DirecTV HR24's you cannot enable both wireless and IR so other IR remotes that work with the box will no longer function unless you re-enable IR thereby disabling wireless.  For example, in my case I would like to run another HDMI to another room and use this remote to change the channels in the other room.  However, I use a universal IR remote in the living room to control everything.  With wireless enabled I would not be able to change channels on the HR24 using my universal IR remote.  In wireless mode this remote still controlled all my other IR devices.",5,True,"03 30, 2015"
Jeff,Would not fit in the power strip where I wanted to use it to allow me to turn off some speakers that lacked a power switch. Not the products fault since it is designed to be plugged into an electrical outlet where there would be more room. Am using it in another place where space isn't an issue and it is working fine. The rocker switch seems well made.,5,True,"07 8, 2015"
Kort,"The Sabrent 3-Port USB 3.0 Hub is a welcome add-on for iMac users such as myself. I have a 27"" iMac 5K, and this makes plugging in USB cables, charging devices, and accessing memory cards so much easier. I almost wish Apple had built such ports in, but then we wouldn't have such aftermarket products that compliment the clean design of the original Apple product. It works really well too. It snaps easily into a single USB port on the back of my computer and is ready to go.

I've had no issues running 3 USB cables simultaneously through this hub. Camera memory cards fit easily in the appropriate ports and access data quickly as well. It will charge my mouse and iPhone, but won't charge an iPad. The connection in back is pretty secure, but you may want to hold the body of the hub when plugging items in. Also, the ""eject"" buttons on top of the unit are pretty much inaccessible when it is plugged in for normal use, but for the USB ports at least, they're not required. You're paying a bit extra to have the ports snug up against the body of the iMac but you may find it worth to keep desktop clutter to a minimum (as I do).

If you would rather not reach around to the back of your iMac to access ports, and could use 3 extra, plus memory card inputs, then the
Sabrent 3-Port USB 3.0 Hub is an excellent solution. I've had no issues with it conflicting with other USB peripherals already in operation.

~ Kort",4,False,"08 12, 2017"
Jerry Palmerino,"This device feels solid, but is lightweight and small. It have it sitting next to my TV.

It looks like a home theatre device, but, like alot of products in this category, it is not as wide as a DVD player or VCR.  It has a full complement of connectivity, including optical sound out, HDMI, USB, ethernet, composite A/V out, and component video out...BUT...no wireless.  If you want wireless, you can buy a wireless ethernet bridge or switch, and connect it via the ethernet port.

It allows for a range of online services including Netflix, YouTube, Pandora, MediaFly, Live365, Blockbuster On Demand, AccuWeather, Facebook and Flickr. It currently does not support Amazon On Demand and Vudu, which was disappointing to me since I am an Amazon Prime subscriber.

I like the media library feature, which scans all of your media and puts it into one database.  I was alble to sync the media on my Twonky Iomega Drive over the network and store it locally on this 1TB hard drive.

The ""Mochi"" user interface is quite stunning, especially with the default desktop pictures.  I like the tabular sidescrolling menus at the bottom of the screen.  After a downloadable software update, the user interface got even better.  The sub-menus are much more organzied after the update.  Rather than a scrolling vertical list, the options are presented in a nice column arrangement.  Yuo get to the sub-menus by clicking on the aforementioned tabs at the bottom of the screen.

Overall, this device is a nice piece for your home theatre.  It can play almost any file format you throw at it and its 1TB hard drive is a nice size for storing content.  The Western Digital WD TV Live Hub makes a great set top box for your media viewing pleasure.",5,False,"03 16, 2011"
S......L,"I only need 4 connectors but had to buy 12 sets. Oh well, there are yard sales coming up this month.",4,True,"03 28, 2013"
Dylon Wayne low,Fast shipping excellent product,5,True,"12 4, 2014"
Sofia Hernandez,"When this item was available for review I made the erroneous 'assumption' (you know what they say about assumptions?!) that even though it was limited to Ipod and IPhone devices, there would be some sort of connectivity to an Apple laptop and Window based device.  I was dead wrong!  You cannot connect this device to your Windows computer unless you plan to pull out the 4gb included card.  That is where the issue lies... without the Apple device there is no Bemo Social Cam app; hence there isn't any type of editing, customizing,  sharing or even view finder available.  The product is crippled from the start.

As far as the aesthetics... it is small and light housed in a plastic body.  It actually feels like the older generation flash drives or Sony sticks.  The highest resolution is only 720p; for the purchase amount it should have been 1080p.  It films well enough but not as well as most of today's higher end cellphones.  Our biggest pet peeve is the fact that there isn't a viewfinder on the device followed closely by the issue of having to hold down the one and only button to record.  It was tiring being in that position but I felt as if I would have been rewarded when I played the video.  Replaying the video was a let down because it was shaky, grainy and constantly out of zoom (by the way, there is NO ZOOM).  Everything was out of frame half the time because of the lacking viewfinder on the device.  The biggest offense was that the device does not continue shooting after a minute.  It makes another file.  That's crazy!!

As I already mentioned previously, I do not own any of the compatible devices so I had to figure out a work around.  We were able to connect it to our daughter's Mac Book Air and view the video clips.  There was not an edit option and we were not able to download the app on that Apple device which is rather silly.  All that we could do was view.  We found that the blue tooth kept on going in and out via this method.

I usually love all Logitech products and thought that goes into each device; just not this time!  Without your cell phone or Apple Ipod, the Bemo Social Cam is severely crippled and limited.  Why do they insist on designing these proprietary products?  I really wanted this cam for my girls... they love their Apple Mac book and I really believed this would work seamlessly.  Shame on me.

I do realize that I was not able to review the editing aspects but I will still stand by my rating.  The cam is a silly afterthought that doesn't do what it should.  720p video could be had for less money and without a tangible viewfinder and zoom capabilities that can shoot video for over 1 min intervals and dedicated charging cord; you should skip it!

SILVER LINING:  According to their literature and videos, any music loving Hippie at Woodstock like events can continue to dance and sing in the rain with their Water Resistant Bemo but not in a monsoon. ;)",3,False,"08 10, 2014"
T. Nguyen,"really good monitor, using it now to replace my 2011 Samsung 22"" hd 1080 tv. the color on this monitor is more vivid and alive but my old tv is more realistic and has more pixel. the buttons are really handy and there are enough inputs. I am really satisfied with this purchase.",5,True,"03 11, 2015"
Craig,"I used this to touch up some scratches on an old Yamaha synthesizer that had a black anodized finish on the aluminum cover plate.  You cannot tell where the touch-up paint and the anodized finish meet.  In other words, they blended perfectly.  I had just about given up on finding a good color match for the old synthesizer, but after using this product, I feel like it was the best ten bucks I've spent all month.  I let the paint dry for about 24 hours and then went over it with an alcohol-dipped towel to see if it would stay on, and it did.  This stuff is permanent on aluminum and you won't have to worry about it coming off, like an acrylic model paint will.  As far as application goes, it takes a while for the paint to make its way to the tip the first time you use it.  Other than that, I have zero complaints about this product.",5,True,"09 5, 2014"
rory,"Great price, always fantastic memory!",5,True,"08 27, 2016"
Catch22,Love the cover.  Magnetic area holds the cover on well and turns into a stand easily.,5,True,"04 6, 2016"
